% Xfiducial, Yfiducial=(  9.14  86.36), ( 76.20  86.36), (143.26  86.36), (  9.14  50.80), (143.26  50.80), (  9.14  15.24), ( 76.20  15.24), (143.26  15.24) mm 
% Sample, x(mm), y(mm), dx(mm), dy(mm), A(fraction), B(fraction), C(fraction), D(fraction), E(fraction), F(fraction), G(fraction), H(fraction), code(0=sample; 1=spectral reference; 2=ABCD control; 3=EFGH control; 4=duplicate sample) 
1622,  54.86,  32.51,  1.02,  1.02, 0.350, 0.100, 0.100, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1623,  56.89,  32.51,  1.02,  1.02, 0.350, 0.050, 0.150, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1624,  58.92,  32.51,  1.02,  1.02, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 2 
1625,  60.96,  32.51,  1.02,  1.02, 0.350, 0.000, 0.200, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1626,  62.99,  32.51,  1.02,  1.02, 0.300, 0.250, 0.000, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1627,  65.02,  32.51,  1.02,  1.02, 0.300, 0.200, 0.050, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1628,  67.05,  32.51,  1.02,  1.02, 0.300, 0.150, 0.100, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1629,  69.08,  32.51,  1.02,  1.02, 0.300, 0.100, 0.150, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1630,  71.12,  32.51,  1.02,  1.02, 0.300, 0.050, 0.200, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1631,  73.15,  32.51,  1.02,  1.02, 0.300, 0.000, 0.250, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1632,  75.18,  32.51,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
1633,  77.21,  32.51,  1.02,  1.02, 0.250, 0.300, 0.000, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1634,  79.24,  32.51,  1.02,  1.02, 0.250, 0.250, 0.050, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1635,  81.28,  32.51,  1.02,  1.02, 0.250, 0.200, 0.100, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1636,  83.31,  32.51,  1.02,  1.02, 0.250, 0.150, 0.150, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1637,  85.34,  32.51,  1.02,  1.02, 0.250, 0.100, 0.200, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1638,  87.37,  32.51,  1.02,  1.02, 0.250, 0.050, 0.250, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1639,  89.40,  32.51,  1.02,  1.02, 0.250, 0.000, 0.300, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1640,  91.44,  32.51,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 3 
1641,  93.47,  32.51,  1.02,  1.02, 0.200, 0.350, 0.000, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1642,  95.50,  32.51,  1.02,  1.02, 0.200, 0.300, 0.050, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1643,  97.53,  32.51,  1.02,  1.02, 0.200, 0.250, 0.100, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1644,  99.56,  32.51,  1.02,  1.02, 0.200, 0.200, 0.150, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1645, 101.60,  32.51,  1.02,  1.02, 0.200, 0.150, 0.200, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1646, 103.63,  32.51,  1.02,  1.02, 0.200, 0.100, 0.250, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1647, 105.66,  32.51,  1.02,  1.02, 0.200, 0.050, 0.300, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1648, 107.69,  32.51,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
1649, 109.72,  32.51,  1.02,  1.02, 0.200, 0.000, 0.350, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1650, 111.76,  32.51,  1.02,  1.02, 0.150, 0.400, 0.000, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1651, 113.79,  32.51,  1.02,  1.02, 0.150, 0.350, 0.050, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1652, 115.82,  32.51,  1.02,  1.02, 0.150, 0.300, 0.100, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1653, 117.85,  32.51,  1.02,  1.02, 0.150, 0.250, 0.150, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1654, 119.88,  32.51,  1.02,  1.02, 0.150, 0.200, 0.200, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1655, 121.92,  32.51,  1.02,  1.02, 0.150, 0.150, 0.250, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1656, 123.95,  32.51,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 3 
1657, 125.98,  32.51,  1.02,  1.02, 0.150, 0.100, 0.300, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1658, 128.01,  32.51,  1.02,  1.02, 0.150, 0.050, 0.350, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1659, 130.04,  32.51,  1.02,  1.02, 0.150, 0.000, 0.400, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1660, 132.08,  32.51,  1.02,  1.02, 0.100, 0.450, 0.000, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1661, 134.11,  32.51,  1.02,  1.02, 0.100, 0.400, 0.050, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1662, 136.14,  32.51,  1.02,  1.02, 0.100, 0.350, 0.100, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1663, 138.17,  32.51,  1.02,  1.02, 0.100, 0.300, 0.150, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1664, 140.20,  32.51,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
1665,  12.19,  30.48,  1.02,  1.02, 0.100, 0.250, 0.200, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1666,  14.22,  30.48,  1.02,  1.02, 0.100, 0.200, 0.250, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1667,  16.25,  30.48,  1.02,  1.02, 0.100, 0.150, 0.300, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1668,  18.28,  30.48,  1.02,  1.02, 0.100, 0.100, 0.350, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1669,  20.32,  30.48,  1.02,  1.02, 0.100, 0.050, 0.400, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1670,  22.35,  30.48,  1.02,  1.02, 0.100, 0.000, 0.450, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1671,  24.38,  30.48,  1.02,  1.02, 0.050, 0.500, 0.000, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1672,  26.41,  30.48,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
1673,  28.44,  30.48,  1.02,  1.02, 0.050, 0.450, 0.050, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1674,  30.48,  30.48,  1.02,  1.02, 0.050, 0.400, 0.100, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1675,  32.51,  30.48,  1.02,  1.02, 0.050, 0.350, 0.150, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1676,  34.54,  30.48,  1.02,  1.02, 0.050, 0.300, 0.200, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1677,  36.57,  30.48,  1.02,  1.02, 0.050, 0.250, 0.250, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1678,  38.60,  30.48,  1.02,  1.02, 0.050, 0.200, 0.300, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1679,  40.64,  30.48,  1.02,  1.02, 0.050, 0.150, 0.350, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1680,  42.67,  30.48,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 3 
1681,  44.70,  30.48,  1.02,  1.02, 0.050, 0.100, 0.400, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1682,  46.73,  30.48,  1.02,  1.02, 0.050, 0.050, 0.450, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1683,  48.76,  30.48,  1.02,  1.02, 0.050, 0.000, 0.500, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1684,  50.80,  30.48,  1.02,  1.02, 0.000, 0.550, 0.000, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1685,  52.83,  30.48,  1.02,  1.02, 0.000, 0.500, 0.050, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1686,  54.86,  30.48,  1.02,  1.02, 0.000, 0.450, 0.100, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1687,  56.89,  30.48,  1.02,  1.02, 0.000, 0.400, 0.150, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1688,  58.92,  30.48,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
1689,  60.96,  30.48,  1.02,  1.02, 0.000, 0.350, 0.200, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1690,  62.99,  30.48,  1.02,  1.02, 0.000, 0.300, 0.250, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1691,  65.02,  30.48,  1.02,  1.02, 0.000, 0.250, 0.300, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1692,  67.05,  30.48,  1.02,  1.02, 0.000, 0.200, 0.350, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1693,  69.08,  30.48,  1.02,  1.02, 0.000, 0.150, 0.400, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1694,  71.12,  30.48,  1.02,  1.02, 0.000, 0.100, 0.450, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1695,  73.15,  30.48,  1.02,  1.02, 0.000, 0.050, 0.500, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1696,  75.18,  30.48,  1.02,  1.02, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2 
1697,  77.21,  30.48,  1.02,  1.02, 0.000, 0.000, 0.550, 0.450, 0.000, 0.000, 0.000, 0.000, 0 
1698,  79.24,  30.48,  1.02,  1.02, 0.500, 0.000, 0.000, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1699,  81.28,  30.48,  1.02,  1.02, 0.450, 0.050, 0.000, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1700,  83.31,  30.48,  1.02,  1.02, 0.450, 0.000, 0.050, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1701,  85.34,  30.48,  1.02,  1.02, 0.400, 0.100, 0.000, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1702,  87.37,  30.48,  1.02,  1.02, 0.400, 0.050, 0.050, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1703,  89.40,  30.48,  1.02,  1.02, 0.400, 0.000, 0.100, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1704,  91.44,  30.48,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
1705,  93.47,  30.48,  1.02,  1.02, 0.350, 0.150, 0.000, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1706,  95.50,  30.48,  1.02,  1.02, 0.350, 0.100, 0.050, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1707,  97.53,  30.48,  1.02,  1.02, 0.350, 0.050, 0.100, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1708,  99.56,  30.48,  1.02,  1.02, 0.350, 0.000, 0.150, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1709, 101.60,  30.48,  1.02,  1.02, 0.300, 0.200, 0.000, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1710, 103.63,  30.48,  1.02,  1.02, 0.300, 0.150, 0.050, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1711, 105.66,  30.48,  1.02,  1.02, 0.300, 0.100, 0.100, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1712, 107.69,  30.48,  1.02,  1.02, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2 
1713, 109.72,  30.48,  1.02,  1.02, 0.300, 0.050, 0.150, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1714, 111.76,  30.48,  1.02,  1.02, 0.300, 0.000, 0.200, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1715, 113.79,  30.48,  1.02,  1.02, 0.250, 0.250, 0.000, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1716, 115.82,  30.48,  1.02,  1.02, 0.250, 0.200, 0.050, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1717, 117.85,  30.48,  1.02,  1.02, 0.250, 0.150, 0.100, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1718, 119.88,  30.48,  1.02,  1.02, 0.250, 0.100, 0.150, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1719, 121.92,  30.48,  1.02,  1.02, 0.250, 0.050, 0.200, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1720, 123.95,  30.48,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
1721, 125.98,  30.48,  1.02,  1.02, 0.250, 0.000, 0.250, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1722, 128.01,  30.48,  1.02,  1.02, 0.200, 0.300, 0.000, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1723, 130.04,  30.48,  1.02,  1.02, 0.200, 0.250, 0.050, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1724, 132.08,  30.48,  1.02,  1.02, 0.200, 0.200, 0.100, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1725, 134.11,  30.48,  1.02,  1.02, 0.200, 0.150, 0.150, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1726, 136.14,  30.48,  1.02,  1.02, 0.200, 0.100, 0.200, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1727, 138.17,  30.48,  1.02,  1.02, 0.200, 0.050, 0.250, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1728, 140.20,  30.48,  1.02,  1.02, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2 
1729,  12.19,  28.45,  1.02,  1.02, 0.200, 0.000, 0.300, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1730,  14.22,  28.45,  1.02,  1.02, 0.150, 0.350, 0.000, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1731,  16.25,  28.45,  1.02,  1.02, 0.150, 0.300, 0.050, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1732,  18.28,  28.45,  1.02,  1.02, 0.150, 0.250, 0.100, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1733,  20.32,  28.45,  1.02,  1.02, 0.150, 0.200, 0.150, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1734,  22.35,  28.45,  1.02,  1.02, 0.150, 0.150, 0.200, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1735,  24.38,  28.45,  1.02,  1.02, 0.150, 0.100, 0.250, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1736,  26.41,  28.45,  1.02,  1.02, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 2 
1737,  28.44,  28.45,  1.02,  1.02, 0.150, 0.050, 0.300, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1738,  30.48,  28.45,  1.02,  1.02, 0.150, 0.000, 0.350, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1739,  32.51,  28.45,  1.02,  1.02, 0.100, 0.400, 0.000, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1740,  34.54,  28.45,  1.02,  1.02, 0.100, 0.350, 0.050, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1741,  36.57,  28.45,  1.02,  1.02, 0.100, 0.300, 0.100, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1742,  38.60,  28.45,  1.02,  1.02, 0.100, 0.250, 0.150, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1743,  40.64,  28.45,  1.02,  1.02, 0.100, 0.200, 0.200, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1744,  42.67,  28.45,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
1745,  44.70,  28.45,  1.02,  1.02, 0.100, 0.150, 0.250, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1746,  46.73,  28.45,  1.02,  1.02, 0.100, 0.100, 0.300, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1747,  48.76,  28.45,  1.02,  1.02, 0.100, 0.050, 0.350, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1748,  50.80,  28.45,  1.02,  1.02, 0.100, 0.000, 0.400, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1749,  52.83,  28.45,  1.02,  1.02, 0.050, 0.450, 0.000, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1750,  54.86,  28.45,  1.02,  1.02, 0.050, 0.400, 0.050, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1751,  56.89,  28.45,  1.02,  1.02, 0.050, 0.350, 0.100, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1752,  58.92,  28.45,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 3 
1753,  60.96,  28.45,  1.02,  1.02, 0.050, 0.300, 0.150, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1754,  62.99,  28.45,  1.02,  1.02, 0.050, 0.250, 0.200, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1755,  65.02,  28.45,  1.02,  1.02, 0.050, 0.200, 0.250, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1756,  67.05,  28.45,  1.02,  1.02, 0.050, 0.150, 0.300, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1757,  69.08,  28.45,  1.02,  1.02, 0.050, 0.100, 0.350, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1758,  71.12,  28.45,  1.02,  1.02, 0.050, 0.050, 0.400, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1759,  73.15,  28.45,  1.02,  1.02, 0.050, 0.000, 0.450, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1760,  75.18,  28.45,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
1761,  77.21,  28.45,  1.02,  1.02, 0.000, 0.500, 0.000, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1762,  79.24,  28.45,  1.02,  1.02, 0.000, 0.450, 0.050, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1763,  81.28,  28.45,  1.02,  1.02, 0.000, 0.400, 0.100, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1764,  83.31,  28.45,  1.02,  1.02, 0.000, 0.350, 0.150, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1765,  85.34,  28.45,  1.02,  1.02, 0.000, 0.300, 0.200, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1766,  87.37,  28.45,  1.02,  1.02, 0.000, 0.250, 0.250, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1767,  89.40,  28.45,  1.02,  1.02, 0.000, 0.200, 0.300, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1768,  91.44,  28.45,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 3 
1769,  93.47,  28.45,  1.02,  1.02, 0.000, 0.150, 0.350, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1770,  95.50,  28.45,  1.02,  1.02, 0.000, 0.100, 0.400, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1771,  97.53,  28.45,  1.02,  1.02, 0.000, 0.050, 0.450, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1772,  99.56,  28.45,  1.02,  1.02, 0.000, 0.000, 0.500, 0.500, 0.000, 0.000, 0.000, 0.000, 0 
1773, 101.60,  28.45,  1.02,  1.02, 0.450, 0.000, 0.000, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1774, 103.63,  28.45,  1.02,  1.02, 0.400, 0.050, 0.000, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1775, 105.66,  28.45,  1.02,  1.02, 0.400, 0.000, 0.050, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1776, 107.69,  28.45,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
1777, 109.72,  28.45,  1.02,  1.02, 0.350, 0.100, 0.000, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1778, 111.76,  28.45,  1.02,  1.02, 0.350, 0.050, 0.050, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1779, 113.79,  28.45,  1.02,  1.02, 0.350, 0.000, 0.100, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1780, 115.82,  28.45,  1.02,  1.02, 0.300, 0.150, 0.000, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1781, 117.85,  28.45,  1.02,  1.02, 0.300, 0.100, 0.050, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1782, 119.88,  28.45,  1.02,  1.02, 0.300, 0.050, 0.100, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1783, 121.92,  28.45,  1.02,  1.02, 0.300, 0.000, 0.150, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1784, 123.95,  28.45,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 3 
1785, 125.98,  28.45,  1.02,  1.02, 0.250, 0.200, 0.000, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1786, 128.01,  28.45,  1.02,  1.02, 0.250, 0.150, 0.050, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1787, 130.04,  28.45,  1.02,  1.02, 0.250, 0.100, 0.100, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1788, 132.08,  28.45,  1.02,  1.02, 0.250, 0.050, 0.150, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1789, 134.11,  28.45,  1.02,  1.02, 0.250, 0.000, 0.200, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1790, 136.14,  28.45,  1.02,  1.02, 0.200, 0.250, 0.000, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1791, 138.17,  28.45,  1.02,  1.02, 0.200, 0.200, 0.050, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1792, 140.20,  28.45,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
1793,  12.19,  26.42,  1.02,  1.02, 0.200, 0.150, 0.100, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1794,  14.22,  26.42,  1.02,  1.02, 0.200, 0.100, 0.150, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1795,  16.25,  26.42,  1.02,  1.02, 0.200, 0.050, 0.200, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1796,  18.28,  26.42,  1.02,  1.02, 0.200, 0.000, 0.250, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1797,  20.32,  26.42,  1.02,  1.02, 0.150, 0.300, 0.000, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1798,  22.35,  26.42,  1.02,  1.02, 0.150, 0.250, 0.050, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1799,  24.38,  26.42,  1.02,  1.02, 0.150, 0.200, 0.100, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1800,  26.41,  26.42,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
1801,  28.44,  26.42,  1.02,  1.02, 0.150, 0.150, 0.150, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1802,  30.48,  26.42,  1.02,  1.02, 0.150, 0.100, 0.200, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1803,  32.51,  26.42,  1.02,  1.02, 0.150, 0.050, 0.250, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1804,  34.54,  26.42,  1.02,  1.02, 0.150, 0.000, 0.300, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1805,  36.57,  26.42,  1.02,  1.02, 0.100, 0.350, 0.000, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1806,  38.60,  26.42,  1.02,  1.02, 0.100, 0.300, 0.050, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1807,  40.64,  26.42,  1.02,  1.02, 0.100, 0.250, 0.100, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1808,  42.67,  26.42,  1.02,  1.02, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2 
1809,  44.70,  26.42,  1.02,  1.02, 0.100, 0.200, 0.150, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1810,  46.73,  26.42,  1.02,  1.02, 0.100, 0.150, 0.200, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1811,  48.76,  26.42,  1.02,  1.02, 0.100, 0.100, 0.250, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1812,  50.80,  26.42,  1.02,  1.02, 0.100, 0.050, 0.300, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1813,  52.83,  26.42,  1.02,  1.02, 0.100, 0.000, 0.350, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1814,  54.86,  26.42,  1.02,  1.02, 0.050, 0.400, 0.000, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1815,  56.89,  26.42,  1.02,  1.02, 0.050, 0.350, 0.050, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1816,  58.92,  26.42,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
1817,  60.96,  26.42,  1.02,  1.02, 0.050, 0.300, 0.100, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1818,  62.99,  26.42,  1.02,  1.02, 0.050, 0.250, 0.150, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1819,  65.02,  26.42,  1.02,  1.02, 0.050, 0.200, 0.200, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1820,  67.05,  26.42,  1.02,  1.02, 0.050, 0.150, 0.250, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1821,  69.08,  26.42,  1.02,  1.02, 0.050, 0.100, 0.300, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1822,  71.12,  26.42,  1.02,  1.02, 0.050, 0.050, 0.350, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1823,  73.15,  26.42,  1.02,  1.02, 0.050, 0.000, 0.400, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1824,  75.18,  26.42,  1.02,  1.02, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2 
1825,  77.21,  26.42,  1.02,  1.02, 0.000, 0.450, 0.000, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1826,  79.24,  26.42,  1.02,  1.02, 0.000, 0.400, 0.050, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
